#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
acetate	calcium ions	-100000175	-100000271	-1.CID100000175	-1.CID100000271	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	hydroxyl radic.	-100000977	-100157350	-1.CID100000977	-1.CID100157350	0	0	0	0.500	0	0	0.900	0	0	0.900
distilled water	tetracycline	-100000961	-125880664	-1.CID100000961	-1.CID125880664	0	0	0	0	0	0	0.900	0	0	0.900
PAH	hydrogen	1862478	-100000783	9606.ENSP00000448059	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
anti-D	distilled water	-100000739	-100000961	-1.CID100000739	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	tryptophan	-100000784	-100001148	-1.CID100000784	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
norepinephrine	serotonine	-100000951	-100005202	-1.CID100000951	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
norepinephrine	ascorbate	-100000951	-111020241	-1.CID100000951	-1.CID111020241	0	0	0	0	0	0	0.900	0	0	0.900
FAH	hydrogen	1844986	-100000783	9606.ENSP00000261755	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	taurine	-100000977	-100001123	-1.CID100000977	-1.CID100001123	0	0	0	0	0	0	0.900	0	0	0.900
GSTZ1	distilled water	1842600	-100000961	9606.ENSP00000216465	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
norepinephrine	oxygen	-100000951	-100000977	-1.CID100000951	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
TH	oxygen	1857346	-100000977	9606.ENSP00000370571	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
histidine	phenylalanine	-100000773	-100000994	-1.CID100000773	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	sodium	-100000424	-100000923	-1.CID100000424	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
TYR	hydrogen	1845331	-100000783	9606.ENSP00000263321	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
sodium	tyrosine	-100000923	-100001153	-1.CID100000923	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	serotonine	-100000271	-100005202	-1.CID100000271	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
tetrahydro.in .	tyrosine	-100001125	-100001153	-1.CID100001125	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
sodium	ascorbate	-100000923	-111020241	-1.CID100000923	-1.CID111020241	0	0	0	0	0	0	0.900	0	0	0.900
asparagine	glutamic acid	-100000236	-100000611	-1.CID100000236	-1.CID100000611	0	0	0	0.709	0	0	0.900	0	0	0.900
oxygen	tryptophan	-100000977	-100001148	-1.CID100000977	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
asparagine	sodium	-100000236	-100000923	-1.CID100000236	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
SOD1	oxygen	1846132	-100000977	9606.ENSP00000270142	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	manganese	-100000280	-100023930	-1.CID100000280	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	manganese	-100000977	-100023930	-1.CID100000977	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	methylene blue	-100000783	-100004139	-1.CID100000783	-1.CID100004139	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	phenylpyruvate	-100000783	-100000997	-1.CID100000783	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	testosterone	-100000961	-100005408	-1.CID100000961	-1.CID100005408	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	copper	-100000961	-100011009	-1.CID100000961	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
sodium	taurine	-100000923	-100001123	-1.CID100000923	-1.CID100001123	0	0	0	0	0	0	0.900	0	0	0.900
homogentisic a.	distilled water	-100000780	-100000961	-1.CID100000780	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	quinine	-100000961	-100001065	-1.CID100000961	-1.CID100001065	0	0	0	0	0	0	0.900	0	0	0.900
PTGS2	hydrogen	1854602	-100000783	9606.ENSP00000356438	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	homogentisic a.	-100000745	-100000780	-1.CID100000745	-1.CID100000780	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	copper	-100000280	-100011009	-1.CID100000280	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	vitamin E	-100000977	-100002116	-1.CID100000977	-1.CID100002116	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	tetrahydro.in .	-100000681	-100001125	-1.CID100000681	-1.CID100001125	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	kaempferol	-100000977	-105280863	-1.CID100000977	-1.CID105280863	0	0	0	0	0	0	0.900	0	0	0.900
sodium	distilled water	-100000923	-100000961	-1.CID100000923	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	levodopa	-100000783	-100000836	-1.CID100000783	-1.CID100000836	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	phenylalanine	-100000611	-100000994	-1.CID100000611	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
histidine	hydrogen	-100000773	-100000783	-1.CID100000773	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
TYR	levodopa	1845331	-100000836	9606.ENSP00000263321	-1.CID100000836	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	phenol	-100000961	-100000996	-1.CID100000961	-1.CID100000996	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	tetrahydro.in .	-100000271	-100001125	-1.CID100000271	-1.CID100001125	0	0	0	0	0	0	0.900	0	0	0.900
histidine	tryptophan	-100000773	-100001148	-1.CID100000773	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
CYP27A1	distilled water	1844601	-100000961	9606.ENSP00000258415	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	methylene blue	-100000961	-100004139	-1.CID100000961	-1.CID100004139	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	dopamine	-100000611	-100000681	-1.CID100000611	-1.CID100000681	0	0	0	0	0	0	0.900	0	0	0.900
asparagine	reduced glutat.	-100000236	-100000745	-1.CID100000236	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
SOD1	hydrogen	1846132	-100000783	9606.ENSP00000270142	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
acetate	anti-D	-100000175	-100000739	-1.CID100000175	-1.CID100000739	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	manganese	-100000424	-100023930	-1.CID100000424	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
bile acids	norepinephrine	-100000303	-100000951	-1.CID100000303	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
asparagine	hydrogen	-100000236	-100000783	-1.CID100000236	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
FAH	GSTZ1	1844986	1842600	9606.ENSP00000261755	9606.ENSP00000216465	0	0	0	0	0	0	0.900	0	0	0.899
TAT	TYR	1853275	1845331	9606.ENSP00000348234	9606.ENSP00000263321	0	0	0	0	0	0	0.900	0	0	0.899
TH	TYR	1857346	1845331	9606.ENSP00000370571	9606.ENSP00000263321	0	0	0	0	0	0	0.900	0	0	0.899
TCF7L2	DKK1	1862284	1856024	9606.ENSP00000444972	9606.ENSP00000363081	0	0	0	0	0	0	0.900	0	0	0.899
TH	TAT	1857346	1853275	9606.ENSP00000370571	9606.ENSP00000348234	0	0	0	0	0	0	0.900	0	0	0.899
SOD1	CAT	1846132	1843587	9606.ENSP00000270142	9606.ENSP00000241052	0	0	0	0	0	0	0.900	0	0	0.899
AXIN1	PROC	1845118	1843382	9606.ENSP00000262320	9606.ENSP00000234071	0	0	0	0	0	0	0.900	0	0	0.899
CTNNB1	PROC	1852818	1843382	9606.ENSP00000344456	9606.ENSP00000234071	0	0	0	0	0	0	0.900	0	0	0.899
GAA	SI	1848760	1845536	9606.ENSP00000305692	9606.ENSP00000264382	0	0	0	0.914	0	0	0.900	0	0	0.899
PAH	TAT	1862478	1853275	9606.ENSP00000448059	9606.ENSP00000348234	0	0	0	0	0	0	0.900	0	0	0.899
CTNNA1	AXIN1	1848658	1845118	9606.ENSP00000304669	9606.ENSP00000262320	0	0	0	0	0	0	0.900	0	0	0.899
PTGS2	CYP4F3	1854602	1842824	9606.ENSP00000356438	9606.ENSP00000221307	0	0	0	0	0	0	0.900	0	0	0.899
TAT	HPD	1853275	1847151	9606.ENSP00000348234	9606.ENSP00000289004	0	0	0	0	0	0	0.900	0	0	0.899
CDH5	CDH2	1852772	1846066	9606.ENSP00000344115	9606.ENSP00000269141	0	0	0	0.773	0	0	0.900	0	0	0.899
PTGS2	hydrogen perox.	1854602	-100000784	9606.ENSP00000356438	-1.CID100000784	0	0	0	0	0	0.611	0.700	0	0	0.879
PROC	sodium	1843382	-100000923	9606.ENSP00000234071	-1.CID100000923	0	0	0	0	0	0.859	0	0	0	0.859
SOD1	calcium ions	1846132	-100000271	9606.ENSP00000270142	-1.CID100000271	0	0	0	0	0	0.847	0	0	0	0.847
CTSK	calcium ions	1846209	-100000271	9606.ENSP00000271651	-1.CID100000271	0	0	0	0	0	0.816	0	0	0	0.816
APCS	CRP	1844350	1844348	9606.ENSP00000255040	9606.ENSP00000255030	0	0	0	0.952	0	0.812	0	0	0	0.812
PAH	levodopa	1862478	-100000836	9606.ENSP00000448059	-1.CID100000836	0	0	0	0	0	0.800	0	0	0	0.800
CTNNA1	calcium ions	1848658	-100000271	9606.ENSP00000304669	-1.CID100000271	0	0	0	0	0	0.800	0	0	0	0.800
ALPP	calcium ions	1857973	-100000271	9606.ENSP00000375881	-1.CID100000271	0	0	0	0	0	0.800	0	0	0	0.800
quinol	benzoquinone	-100000785	-100004650	-1.CID100000785	-1.CID100004650	0	0	0	0	0	0	0.800	0	0	0.800
ALPP	phenylalanine	1857973	-100000994	9606.ENSP00000375881	-1.CID100000994	0	0	0	0	0	0.800	0	0	0	0.800
EGFR	glyceryl trini.	1846445	-100004510	9606.ENSP00000275493	-1.CID100004510	0	0	0	0	0	0	0.800	0	0	0.800
TH	distilled water	1857346	-100000961	9606.ENSP00000370571	-1.CID100000961	0	0	0	0	0	0	0.800	0	0	0.800
LDLR	calcium ions	1862854	-100000271	9606.ENSP00000454071	-1.CID100000271	0	0	0	0	0	0.800	0	0	0	0.800
VIM	acetate	1842995	-100000175	9606.ENSP00000224237	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
distilled water	benzoquinone	-100000961	-100004650	-1.CID100000961	-1.CID100004650	0	0	0	0	0	0	0.800	0	0	0.800
CTNNB1	sodium	1852818	-100000923	9606.ENSP00000344456	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
CTNNA1	acetate	1848658	-100000175	9606.ENSP00000304669	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
carbon dioxide	quinol	-100000280	-100000785	-1.CID100000280	-1.CID100000785	0	0	0	0	0	0	0.800	0	0	0.800
CBLB	sodium	1845483	-100000923	9606.ENSP00000264122	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
CAT	hydrogen	1843587	-100000783	9606.ENSP00000241052	-1.CID100000783	0	0	0	0	0	0	0.800	0	0	0.800
ALPP	acetate	1857973	-100000175	9606.ENSP00000375881	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
SOD1	dopamine	1846132	-100000681	9606.ENSP00000270142	-1.CID100000681	0	0	0	0	0	0.800	0	0	0	0.800
TYR	quinol	1845331	-100000785	9606.ENSP00000263321	-1.CID100000785	0	0	0	0	0	0	0.800	0	0	0.800
PAH	dopamine	1862478	-100000681	9606.ENSP00000448059	-1.CID100000681	0	0	0	0	0	0.800	0	0	0	0.800
asparagine	oxygen	-100000236	-100000977	-1.CID100000236	-1.CID100000977	0	0	0	0	0	0	0.800	0	0	0.800
SOD1	sodium	1846132	-100000923	9606.ENSP00000270142	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
CBS	acetate	1852819	-100000175	9606.ENSP00000344460	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
hydrogen	doxorubicin	-100000783	-100001690	-1.CID100000783	-1.CID100001690	0	0	0	0	0	0	0.800	0	0	0.800
TYR	tyramine	1845331	-100005610	9606.ENSP00000263321	-1.CID100005610	0	0	0	0	0	0	0.800	0	0	0.800
EGFR	INS	1846445	1844030	9606.ENSP00000275493	9606.ENSP00000250971	0	0	0	0	0	0	0.800	0	0	0.800
hydrogen	kaempferol	-100000783	-105280863	-1.CID100000783	-1.CID105280863	0	0	0	0	0	0	0.800	0	0	0.800
CTSK	acetate	1846209	-100000175	9606.ENSP00000271651	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
HPD	sodium	1847151	-100000923	9606.ENSP00000289004	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
oxygen	doxorubicin	-100000977	-100001690	-1.CID100000977	-1.CID100001690	0	0	0	0	0	0	0.800	0	0	0.800
oxygen	benzoquinone	-100000977	-100004650	-1.CID100000977	-1.CID100004650	0	0	0	0	0	0	0.800	0	0	0.800
LDLR	sodium	1862854	-100000923	9606.ENSP00000454071	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
TYR	benzoquinone	1845331	-100004650	9606.ENSP00000263321	-1.CID100004650	0	0	0	0	0	0	0.800	0	0	0.800
PAH	TYR	1862478	1845331	9606.ENSP00000448059	9606.ENSP00000263321	0	0	0	0	0	0	0.800	0	0	0.800
distilled water	homovanillic a.	-100000961	-100001738	-1.CID100000961	-1.CID100001738	0	0	0	0	0	0	0.800	0	0	0.800
USP5	distilled water	1843190	-100000961	9606.ENSP00000229268	-1.CID100000961	0	0	0	0	0	0	0.800	0	0	0.800
TYR	dopamine	1845331	-100000681	9606.ENSP00000263321	-1.CID100000681	0	0	0	0	0	0	0.800	0	0	0.800
APCS	acetate	1844350	-100000175	9606.ENSP00000255040	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
TNF	anti-D	1860103	-100000739	9606.ENSP00000398698	-1.CID100000739	0	0	0	0	0	0	0.800	0	0	0.800
CAT	acetate	1843587	-100000175	9606.ENSP00000241052	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
PAH	TH	1862478	1857346	9606.ENSP00000448059	9606.ENSP00000370571	0	0	0	0.952	0	0	0.800	0	0	0.800
EGFR	sodium	1846445	-100000923	9606.ENSP00000275493	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
CBLB	calcium ions	1845483	-100000271	9606.ENSP00000264122	-1.CID100000271	0	0	0	0	0	0.800	0	0	0	0.800
ALPP	sodium	1857973	-100000923	9606.ENSP00000375881	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
distilled water	doxorubicin	-100000961	-100001690	-1.CID100000961	-1.CID100001690	0	0	0	0	0	0	0.800	0	0	0.800
hydrogen	benzoquinone	-100000783	-100004650	-1.CID100000783	-1.CID100004650	0	0	0	0	0	0	0.800	0	0	0.800
ALB	acetate	1847637	-100000175	9606.ENSP00000295897	-1.CID100000175	0	0	0	0	0	0.795	0	0	0	0.795
FAH	calcium ions	1844986	-100000271	9606.ENSP00000261755	-1.CID100000271	0	0	0	0	0	0.795	0	0	0	0.795
FAH	acetate	1844986	-100000175	9606.ENSP00000261755	-1.CID100000175	0	0	0	0	0	0.795	0	0	0	0.795
FAH	sodium	1844986	-100000923	9606.ENSP00000261755	-1.CID100000923	0	0	0	0	0	0.795	0	0	0	0.795
FAH	manganese	1844986	-100023930	9606.ENSP00000261755	-1.CID100023930	0	0	0	0	0	0.795	0	0	0	0.795
TNFSF11	sodium	1843537	-100000923	9606.ENSP00000239849	-1.CID100000923	0	0	0	0	0	0.795	0	0	0	0.795
INS	sodium	1844030	-100000923	9606.ENSP00000250971	-1.CID100000923	0	0	0	0	0	0.794	0	0	0	0.794
INS	copper	1844030	-100011009	9606.ENSP00000250971	-1.CID100011009	0	0	0	0	0	0.794	0	0	0	0.794
ALB	calcium ions	1847637	-100000271	9606.ENSP00000295897	-1.CID100000271	0	0	0	0	0	0.794	0	0	0	0.794
BGLAP	calcium ions	1854771	-100000271	9606.ENSP00000357255	-1.CID100000271	0	0	0	0	0	0.794	0	0	0	0.794
SMO	sodium	1843960	-100000923	9606.ENSP00000249373	-1.CID100000923	0	0	0	0	0	0.787	0	0	0	0.787
CBS	glutamic acid	1852819	-100000611	9606.ENSP00000344460	-1.CID100000611	0	0	0	0	0	0.752	0	0	0	0.752
PTGS2	APC	1854602	1844508	9606.ENSP00000356438	9606.ENSP00000257430	0	0	0	0	0	0.723	0	0	0	0.722
IL6	manganese	1844631	-100023930	9606.ENSP00000258743	-1.CID100023930	0	0	0	0	0	0	0.700	0	0	0.700
CAT	silica	1843587	-100024261	9606.ENSP00000241052	-1.CID100024261	0	0	0	0	0	0	0.700	0	0	0.700
CAT	selenium	1843587	-106326970	9606.ENSP00000241052	-1.CID106326970	0	0	0	0	0	0	0.700	0	0	0.700
IL6	bile acids	1844631	-100000303	9606.ENSP00000258743	-1.CID100000303	0	0	0	0	0	0	0.700	0	0	0.700
CTNNB1	oxygen	1852818	-100000977	9606.ENSP00000344456	-1.CID100000977	0	0	0	0	0	0	0.700	0	0	0.700
EGFR	hydrogen perox.	1846445	-100000784	9606.ENSP00000275493	-1.CID100000784	0	0	0	0	0	0	0.700	0	0	0.700
INS	nitric oxide	1844030	-100145068	9606.ENSP00000250971	-1.CID100145068	0	0	0	0	0	0	0.700	0	0	0.700
IL6	hydrogen perox.	1844631	-100000784	9606.ENSP00000258743	-1.CID100000784	0	0	0	0	0	0	0.700	0	0	0.700
TNF	phenol	1860103	-100000996	9606.ENSP00000398698	-1.CID100000996	0	0	0	0	0	0	0.700	0	0	0.700
INS	dopamine	1844030	-100000681	9606.ENSP00000250971	-1.CID100000681	0	0	0	0	0	0	0.700	0	0	0.700
GSK3B	serotonine	1850681	-100005202	9606.ENSP00000324806	-1.CID100005202	0	0	0	0	0	0	0.700	0	0	0.700
TNF	nitric oxide	1860103	-100145068	9606.ENSP00000398698	-1.CID100145068	0	0	0	0	0	0	0.700	0	0	0.700
IL6	quinol	1844631	-100000785	9606.ENSP00000258743	-1.CID100000785	0	0	0	0	0	0	0.700	0	0	0.700
TNF	silica	1860103	-100024261	9606.ENSP00000398698	-1.CID100024261	0	0	0	0	0	0	0.700	0	0	0.700
CYP27A1	bile acids	1844601	-100000303	9606.ENSP00000258415	-1.CID100000303	0	0	0	0	0	0	0.700	0	0	0.700
CYP27A1	cholestanol	1844601	-100003240	9606.ENSP00000258415	-1.CID100003240	0	0	0	0	0	0	0.700	0	0	0.700
SOD1	quinol	1846132	-100000785	9606.ENSP00000270142	-1.CID100000785	0	0	0	0	0	0	0.700	0	0	0.700
TNF	hydroxyapatite	1860103	-100014781	9606.ENSP00000398698	-1.CID100014781	0	0	0	0	0	0	0.700	0	0	0.700
INS	hydrogen perox.	1844030	-100000784	9606.ENSP00000250971	-1.CID100000784	0	0	0	0	0	0	0.700	0	0	0.700
ALB	retinoic acid	1847637	-100005538	9606.ENSP00000295897	-1.CID100005538	0	0	0	0	0	0	0.700	0	0	0.700
CAT	quinol	1843587	-100000785	9606.ENSP00000241052	-1.CID100000785	0	0	0	0	0	0	0.700	0	0	0.700
TNF	copper	1860103	-100011009	9606.ENSP00000398698	-1.CID100011009	0	0	0	0	0	0	0.700	0	0	0.700
SOD1	nitric oxide	1846132	-100145068	9606.ENSP00000270142	-1.CID100145068	0	0	0	0	0	0	0.700	0	0	0.700
ALPP	testosterone	1857973	-100005408	9606.ENSP00000375881	-1.CID100005408	0	0	0	0	0	0	0.700	0	0	0.700
CDH5	hydrogen perox.	1852772	-100000784	9606.ENSP00000344115	-1.CID100000784	0	0	0	0	0	0	0.700	0	0	0.700
IL6	hydroxyapatite	1844631	-100014781	9606.ENSP00000258743	-1.CID100014781	0	0	0	0	0	0	0.700	0	0	0.700
TNF	reduced glutat.	1860103	-100000745	9606.ENSP00000398698	-1.CID100000745	0	0	0	0	0	0	0.700	0	0	0.700
IL10	retinoic acid	1860958	-100005538	9606.ENSP00000412237	-1.CID100005538	0	0	0	0	0	0	0.700	0	0	0.700
IL6	retinoic acid	1844631	-100005538	9606.ENSP00000258743	-1.CID100005538	0	0	0	0	0	0	0.700	0	0	0.700
IL6	silica	1844631	-100024261	9606.ENSP00000258743	-1.CID100024261	0	0	0	0	0	0	0.700	0	0	0.700
PTGS2	vitamin E	1854602	-100002116	9606.ENSP00000356438	-1.CID100002116	0	0	0	0	0	0	0.700	0	0	0.700
TNF	quinol	1860103	-100000785	9606.ENSP00000398698	-1.CID100000785	0	0	0	0	0	0	0.700	0	0	0.700
ALB	hydrogen perox.	1847637	-100000784	9606.ENSP00000295897	-1.CID100000784	0	0	0	0	0	0	0.700	0	0	0.700
EGFR	doxorubicin	1846445	-100001690	9606.ENSP00000275493	-1.CID100001690	0	0	0	0	0	0	0.700	0	0	0.700
TNF	dopamine	1860103	-100000681	9606.ENSP00000398698	-1.CID100000681	0	0	0	0	0	0	0.700	0	0	0.700
TNF	oxygen	1860103	-100000977	9606.ENSP00000398698	-1.CID100000977	0	0	0	0	0	0	0.700	0	0	0.700
IL6	copper	1844631	-100011009	9606.ENSP00000258743	-1.CID100011009	0	0	0	0	0	0	0.700	0	0	0.700
INS	retinoic acid	1844030	-100005538	9606.ENSP00000250971	-1.CID100005538	0	0	0	0	0	0	0.700	0	0	0.700
GSK3B	doxorubicin	1850681	-100001690	9606.ENSP00000324806	-1.CID100001690	0	0	0	0	0	0	0.700	0	0	0.700
GSK3B	hydrogen perox.	1850681	-100000784	9606.ENSP00000324806	-1.CID100000784	0	0	0	0	0	0	0.700	0	0	0.700
TNF	silver nanopar.	1860103	-100010474	9606.ENSP00000398698	-1.CID100010474	0	0	0	0	0	0	0.700	0	0	0.700
TNF	retinoic acid	1860103	-100005538	9606.ENSP00000398698	-1.CID100005538	0	0	0	0	0	0	0.700	0	0	0.700
TYR	ferulic acid	1845331	-100000709	9606.ENSP00000263321	-1.CID100000709	0	0	0	0	0	0	0.700	0	0	0.700
CAT	hydroxyl radic.	1843587	-100157350	9606.ENSP00000241052	-1.CID100157350	0	0	0	0	0	0	0.700	0	0	0.700
CAT	benzoquinone	1843587	-100004650	9606.ENSP00000241052	-1.CID100004650	0	0	0	0	0	0	0.700	0	0	0.700
GSK3B	selenium	1850681	-106326970	9606.ENSP00000324806	-1.CID106326970	0	0	0	0	0	0	0.700	0	0	0.700
GSTZ1	bile acids	1842600	-100000303	9606.ENSP00000216465	-1.CID100000303	0	0	0	0	0	0	0.700	0	0	0.700
CAT	ascorbate	1843587	-111020241	9606.ENSP00000241052	-1.CID111020241	0	0	0	0	0	0	0.700	0	0	0.700
IL10	nitric oxide	1860958	-100145068	9606.ENSP00000412237	-1.CID100145068	0	0	0	0	0	0	0.700	0	0	0.700
PTGS2	doxorubicin	1854602	-100001690	9606.ENSP00000356438	-1.CID100001690	0	0	0	0	0	0	0.700	0	0	0.700
IL6	silver nanopar.	1844631	-100010474	9606.ENSP00000258743	-1.CID100010474	0	0	0	0	0	0	0.700	0	0	0.700
TNF	hydrogen perox.	1860103	-100000784	9606.ENSP00000398698	-1.CID100000784	0	0	0	0	0	0	0.700	0	0	0.700
CTNNB1	doxorubicin	1852818	-100001690	9606.ENSP00000344456	-1.CID100001690	0	0	0	0	0	0	0.700	0	0	0.700
CTNNB1	glyceryl trini.	1852818	-100004510	9606.ENSP00000344456	-1.CID100004510	0	0	0	0	0	0	0.700	0	0	0.700
TNFRSF11B	methotrexate	1847859	-100004112	9606.ENSP00000297350	-1.CID100004112	0	0	0	0	0	0	0.700	0	0	0.700
INS	glycogen	1844030	-100439177	9606.ENSP00000250971	-1.CID100439177	0	0	0	0	0	0	0.700	0	0	0.700
