#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
PIK3R1	serotonine	1846375	-100005202	9606.ENSP00000274335	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
formalin	Zn(II	-100000712	-100023994	-1.CID100000712	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	aspartate	-100000222	-100000424	-1.CID100000222	-1.CID100000424	0	0	0	0	0	0	0.900	0	0	0.900
APP	arginine	1846936	-100000232	9606.ENSP00000284981	-1.CID100000232	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	cystein	-100000238	-100000594	-1.CID100000238	-1.CID100000594	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	oleic acid	-100000783	-100000965	-1.CID100000783	-1.CID100000965	0	0	0	0	0	0	0.900	0	0	0.900
NAMPT	hydrogen	1842925	-100000783	9606.ENSP00000222553	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
XDH	oxygen	1857027	-100000977	9606.ENSP00000368727	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
WDR77	S-adenosylmeth.	1843416	-100001079	9606.ENSP00000235090	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	tyrosine	-100000784	-100001153	-1.CID100000784	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	pyruvic acid	-100000784	-100001060	-1.CID100000784	-1.CID100001060	0	0	0	0	0	0	0.900	0	0	0.900
glucose	ascorbate	-100000206	-111020241	-1.CID100000206	-1.CID111020241	0	0	0	0	0	0	0.900	0	0	0.900
GSR	phenobarbital	1842813	-100004763	9606.ENSP00000221130	-1.CID100004763	0	0	0	0	0	0	0.900	0	0	0.900
S-adenosylmeth.	ascorbate	-100001079	-111020241	-1.CID100001079	-1.CID111020241	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	methanol	-100000783	-100000887	-1.CID100000783	-1.CID100000887	0	0	0	0	0	0	0.900	0	0	0.900
FPR2	EDNRA	1852295	1849748	9606.ENSP00000340191	9606.ENSP00000315011	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	melatonin	-100000197	-100000896	-1.CID100000197	-1.CID100000896	0	0	0	0	0	0	0.900	0	0	0.900
sulfur	GSSG	-100000402	-100000975	-1.CID100000402	-1.CID100000975	0	0	0	0	0	0	0.900	0	0	0.900
IGF1R	MgATP	1845984	-100000238	9606.ENSP00000268035	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
TH	levodopa	1857346	-100000836	9606.ENSP00000370571	-1.CID100000836	0	0	0	0	0	0	0.900	0	0	0.900
sulphate	Zn(II	-100001117	-100023994	-1.CID100001117	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	melatonin	-100000611	-100000896	-1.CID100000611	-1.CID100000896	0	0	0	0	0	0	0.900	0	0	0.900
sulfur	sulphate	-100000402	-100001117	-1.CID100000402	-1.CID100001117	0	0	0	0	0	0	0.900	0	0	0.900
APP	dopamine	1846936	-100000681	9606.ENSP00000284981	-1.CID100000681	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	oxaloacetate	-100000961	-100000970	-1.CID100000961	-1.CID100000970	0	0	0	0	0	0	0.900	0	0	0.900
alanine	pyruvic acid	-100000602	-100001060	-1.CID100000602	-1.CID100001060	0	0	0	0.800	0	0	0.900	0	0	0.900
MgADP	creatinine	-100000197	-100000588	-1.CID100000197	-1.CID100000588	0	0	0	0	0	0	0.900	0	0	0.900
adenosine	sodium	-100000191	-100000923	-1.CID100000191	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
maleylacetoace.	carbon dioxide	-100000122	-100000280	-1.CID100000122	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
CAT	uric acid	1843587	-100001175	9606.ENSP00000241052	-1.CID100001175	0	0	0	0	0	0	0.900	0	0	0.900
APP	hydrogen	1846936	-100000783	9606.ENSP00000284981	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
ferulic acid	hydrogen	-100000709	-100000783	-1.CID100000709	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
PCNA	celecoxib	1856984	-100002662	9606.ENSP00000368438	-1.CID100002662	0	0	0	0	0	0	0.900	0	0	0.900
ENO1	distilled water	1843405	-100000961	9606.ENSP00000234590	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
alanine	methionine	-100000602	-100000876	-1.CID100000602	-1.CID100000876	0	0	0	0	0	0	0.900	0	0	0.900
GSSG	manganese	-100000975	-100023930	-1.CID100000975	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	histidine	-100000197	-100000773	-1.CID100000197	-1.CID100000773	0	0	0	0	0	0	0.900	0	0	0.900
AGTR1	glutamic acid	1846323	-100000611	9606.ENSP00000273430	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
CRH	bile acids	1846502	-100000303	9606.ENSP00000276571	-1.CID100000303	0	0	0	0	0	0	0.900	0	0	0.900
S-adenosylmeth.	vitamin E	-100001079	-100002116	-1.CID100001079	-1.CID100002116	0	0	0	0	0	0	0.900	0	0	0.900
sulfur	Zn(II	-100000402	-100023994	-1.CID100000402	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
ACP5	MgATP	1842712	-100000238	9606.ENSP00000218758	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	stearic acid	-100000238	-100005281	-1.CID100000238	-1.CID100005281	0	0	0	0	0	0	0.900	0	0	0.900
APP	MgATP	1846936	-100000238	9606.ENSP00000284981	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	pyrimidine dim.	-100000197	-100009260	-1.CID100000197	-1.CID100009260	0	0	0	0	0	0	0.900	0	0	0.900
CYP2B6	retinoic acid	1850664	-100005538	9606.ENSP00000324648	-1.CID100005538	0	0	0	0	0	0	0.900	0	0	0.900
FXN	cystein	1856650	-100000594	9606.ENSP00000366482	-1.CID100000594	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	oxaloacetate	-100000611	-100000970	-1.CID100000611	-1.CID100000970	0	0	0	0.548	0	0	0.900	0	0	0.900
N-acetylcystei.	distilled water	-100000581	-100000961	-1.CID100000581	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
CASR	acetate	1861464	-100000175	9606.ENSP00000420194	-1.CID100000175	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	norepinephrine	-100000222	-100000951	-1.CID100000222	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
HMOX1	distilled water	1842546	-100000961	9606.ENSP00000216117	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
SI	cellulose	1845536	-100000294	9606.ENSP00000264382	-1.CID100000294	0	0	0	0	0	0	0.900	0	0	0.900
XDH	haem	1857027	-100004973	9606.ENSP00000368727	-1.CID100004973	0	0	0	0	0	0	0.900	0	0	0.900
sodium	nitrate	-100000923	-100000943	-1.CID100000923	-1.CID100000943	0	0	0	0	0	0	0.900	0	0	0.900
TAT	phenylalanine	1853275	-100000994	9606.ENSP00000348234	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
CASR	andrographolide	1861464	-100065153	9606.ENSP00000420194	-1.CID100065153	0	0	0	0	0	0	0.900	0	0	0.900
EGFR	calcium ions	1846445	-100000271	9606.ENSP00000275493	-1.CID100000271	0	0	0	0	0	0	0.900	0	0	0.900
CYBA	superoxide ani.	1844952	-100520535	9606.ENSP00000261623	-1.CID100520535	0	0	0	0	0	0	0.900	0	0	0.900
cholesterol	stearic acid	-100000304	-100005281	-1.CID100000304	-1.CID100005281	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	phytate	-100000783	-100000890	-1.CID100000783	-1.CID100000890	0	0	0	0	0	0	0.900	0	0	0.900
asparagine	L-valine	-100000236	-100001182	-1.CID100000236	-1.CID100001182	0	0	0	0.760	0	0	0.900	0	0	0.900
lactate	serotonine	-100000612	-100005202	-1.CID100000612	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
choline	creatinine	-100000305	-100000588	-1.CID100000305	-1.CID100000588	0	0	0	0	0	0	0.900	0	0	0.900
alanine	putrescine	-100000602	-100001045	-1.CID100000602	-1.CID100001045	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	anti-D	-100000222	-100000739	-1.CID100000222	-1.CID100000739	0	0	0	0	0	0	0.900	0	0	0.900
pyroglutamate	tyrosine	-100000499	-100001153	-1.CID100000499	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
histidine	lysine	-100000773	-100000866	-1.CID100000773	-1.CID100000866	0	0	0	0	0	0	0.900	0	0	0.900
arginine	glutamine	-100000232	-100000738	-1.CID100000232	-1.CID100000738	0	0	0	0.574	0	0	0.900	0	0	0.900
calcium ions	manganese	-100000271	-100023930	-1.CID100000271	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
CYBA	hydrogen	1844952	-100000783	9606.ENSP00000261623	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
eicosapent.d (.	stearic acid	-100003209	-100005281	-1.CID100003209	-1.CID100005281	0	0	0	0	0	0	0.900	0	0	0.900
methionine	pyruvic acid	-100000876	-100001060	-1.CID100000876	-1.CID100001060	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	carbon dioxide	-100000271	-100000280	-1.CID100000271	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	alpha-D-gl.e 6.	-100000197	-100000208	-1.CID100000197	-1.CID100000208	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	alanine	-100000238	-100000602	-1.CID100000238	-1.CID100000602	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	naringenin	-100000280	-100000932	-1.CID100000280	-1.CID100000932	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	pyridoxal	-100000977	-100001050	-1.CID100000977	-1.CID100001050	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	phosphate	-100000238	-100001003	-1.CID100000238	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	phenol	-100000280	-100000996	-1.CID100000280	-1.CID100000996	0	0	0	0	0	0	0.900	0	0	0.900
CASR	dopamine	1861464	-100000681	9606.ENSP00000420194	-1.CID100000681	0	0	0	0	0	0	0.900	0	0	0.900
ferulic acid	distilled water	-100000709	-100000961	-1.CID100000709	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
POMC	phosphate	1845600	-100001003	9606.ENSP00000264708	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
POMC	calcium ions	1845600	-100000271	9606.ENSP00000264708	-1.CID100000271	0	0	0	0	0	0	0.900	0	0	0.900
PIK3R1	MgADP	1846375	-100000197	9606.ENSP00000274335	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
DDT	dopachrome	1842505	-100119399	9606.ENSP00000215773	-1.CID100119399	0	0	0	0	0	0	0.900	0	0	0.900
adenosine	quinine	-100000191	-100001065	-1.CID100000191	-1.CID100001065	0	0	0	0	0	0	0.900	0	0	0.900
3H-proline	methionine	-100000614	-100000876	-1.CID100000614	-1.CID100000876	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	cobalt	-100000783	-100002891	-1.CID100000783	-1.CID100002891	0	0	0	0	0	0	0.900	0	0	0.900
formalin	potassium	-100000712	-100000813	-1.CID100000712	-1.CID100000813	0	0	0	0	0	0	0.900	0	0	0.900
glutamine	silver nanopar.	-100000738	-100010474	-1.CID100000738	-1.CID100010474	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	putrescine	-100000784	-100001045	-1.CID100000784	-1.CID100001045	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	tetrahydro.in .	-100000977	-100001125	-1.CID100000977	-1.CID100001125	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	histamine	-100000197	-100000774	-1.CID100000197	-1.CID100000774	0	0	0	0	0	0	0.900	0	0	0.900
GAA	glycogen	1848760	-100439177	9606.ENSP00000305692	-1.CID100439177	0	0	0	0	0	0	0.900	0	0	0.900
orotic acid	oxygen	-100000967	-100000977	-1.CID100000967	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
leucine	methionine	-100000857	-100000876	-1.CID100000857	-1.CID100000876	0	0	0	0.513	0	0	0.900	0	0	0.900
acetate	indole	-100000175	-100000798	-1.CID100000175	-1.CID100000798	0	0	0	0	0	0	0.900	0	0	0.900
SAA1	hydrogen	1853372	-100000783	9606.ENSP00000348918	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
adenosine	calcium ions	-100000191	-100000271	-1.CID100000191	-1.CID100000271	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	phosphate	-100000222	-100001003	-1.CID100000222	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
MC2R	MgATP	1851632	-100000238	9606.ENSP00000333821	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
CBS	haem	1852819	-100004973	9606.ENSP00000344460	-1.CID100004973	0	0	0	0	0	0	0.900	0	0	0.900
formalin	uric acid	-100000712	-100001175	-1.CID100000712	-1.CID100001175	0	0	0	0	0	0	0.900	0	0	0.900
S-adenosylmeth.	vanillic acid	-100001079	-100008468	-1.CID100001079	-1.CID100008468	0	0	0	0	0	0	0.900	0	0	0.900
CYP3A4	phenobarbital	1852052	-100004763	9606.ENSP00000337915	-1.CID100004763	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	phosphate	-100000197	-100001003	-1.CID100000197	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
histidine	methionine	-100000773	-100000876	-1.CID100000773	-1.CID100000876	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	methionine	-100000197	-100000876	-1.CID100000197	-1.CID100000876	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	serotonine	-100000783	-100005202	-1.CID100000783	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
MYC	distilled water	1856789	-100000961	9606.ENSP00000367207	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
FPR2	coumarin	1852295	-100000323	9606.ENSP00000340191	-1.CID100000323	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	silver nanopar.	-100000783	-100010474	-1.CID100000783	-1.CID100010474	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	andrographolide	-100000611	-100065153	-1.CID100000611	-1.CID100065153	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	melatonin	-100000681	-100000896	-1.CID100000681	-1.CID100000896	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	melatonin	-100000271	-100000896	-1.CID100000271	-1.CID100000896	0	0	0	0	0	0	0.900	0	0	0.900
norepinephrine	copper	-100000951	-100011009	-1.CID100000951	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	methionine	-100000424	-100000876	-1.CID100000424	-1.CID100000876	0	0	0	0.500	0	0	0.900	0	0	0.900
ammonia	indole	-100000222	-100000798	-1.CID100000222	-1.CID100000798	0	0	0	0	0	0	0.900	0	0	0.900
APP	histamine	1846936	-100000774	9606.ENSP00000284981	-1.CID100000774	0	0	0	0	0	0	0.900	0	0	0.900
ALB	MgATP	1847637	-100000238	9606.ENSP00000295897	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
CD28	MgATP	1850692	-100000238	9606.ENSP00000324890	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
HPGD	Fe(III	1847749	-100023925	9606.ENSP00000296522	-1.CID100023925	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	homogentisic a.	-100000745	-100000780	-1.CID100000745	-1.CID100000780	0	0	0	0	0	0	0.900	0	0	0.900
alanine	selenium	-100000602	-106326970	-1.CID100000602	-1.CID106326970	0	0	0	0	0	0	0.900	0	0	0.900
IL7R	MgADP	1848815	-100000197	9606.ENSP00000306157	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
phytate	distilled water	-100000890	-100000961	-1.CID100000890	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
sodium	phenylalanine	-100000923	-100000994	-1.CID100000923	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	Zn(II	-100000961	-100023994	-1.CID100000961	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
acetate	phenol	-100000175	-100000996	-1.CID100000175	-1.CID100000996	0	0	0	0	0	0	0.900	0	0	0.900
oxaloacetate	phosphate	-100000970	-100001003	-1.CID100000970	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	distilled water	-100000745	-100000961	-1.CID100000745	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
CRP	methotrexate	1844348	-100004112	9606.ENSP00000255030	-1.CID100004112	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	aldosterone	-100000783	-100005839	-1.CID100000783	-1.CID100005839	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	uric acid	-100000783	-100001175	-1.CID100000783	-1.CID100001175	0	0	0	0	0	0	0.900	0	0	0.900
alpha-D-gl.e 6.	L-valine	-100000208	-100001182	-1.CID100000208	-1.CID100001182	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	myo-inositol	-100000783	-100000892	-1.CID100000783	-1.CID100000892	0	0	0	0	0	0	0.900	0	0	0.900
adenosine	MgATP	-100000191	-100000238	-1.CID100000191	-1.CID100000238	0	0	0	0.773	0	0	0.900	0	0	0.900
asparagine	glutamine	-100000236	-100000738	-1.CID100000236	-1.CID100000738	0	0	0	0.636	0	0	0.900	0	0	0.900
hydrogen	erythromycin	-100000783	-100003255	-1.CID100000783	-1.CID100003255	0	0	0	0	0	0	0.900	0	0	0.900
quinol	oxygen	-100000785	-100000977	-1.CID100000785	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
homogentisic a.	Fe(III	-100000780	-100023925	-1.CID100000780	-1.CID100023925	0	0	0	0	0	0	0.900	0	0	0.900
HPD	maleylacetoace.	1847151	-100000122	9606.ENSP00000289004	-1.CID100000122	0	0	0	0	0	0	0.900	0	0	0.900
MAOA	norepinephrine	1852356	-100000951	9606.ENSP00000340684	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	resorcinol	-100000961	-100005054	-1.CID100000961	-1.CID100005054	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	testosterone	-100000783	-100005408	-1.CID100000783	-1.CID100005408	0	0	0	0	0	0	0.900	0	0	0.900
choline	serotonine	-100000305	-100005202	-1.CID100000305	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
PTK2B	calcium ions	1851525	-100000271	9606.ENSP00000332816	-1.CID100000271	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	uric acid	-100000977	-100001175	-1.CID100000977	-1.CID100001175	0	0	0	0	0	0	0.900	0	0	0.900
SAA1	calcium ions	1853372	-100000271	9606.ENSP00000348918	-1.CID100000271	0	0	0	0	0	0	0.900	0	0	0.900
CSAD	carbon dioxide	1845917	-100000280	9606.ENSP00000267085	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	phenylpyruvate	-100000784	-100000997	-1.CID100000784	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	manganese	-100000238	-100023930	-1.CID100000238	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	cytarabine	-100000222	-100000596	-1.CID100000222	-1.CID100000596	0	0	0	0	0	0	0.900	0	0	0.900
PIK3R1	distilled water	1846375	-100000961	9606.ENSP00000274335	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
CYP2E1	phenobarbital	1844175	-100004763	9606.ENSP00000252945	-1.CID100004763	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	malate	-100000222	-100000525	-1.CID100000222	-1.CID100000525	0	0	0	0	0	0	0.900	0	0	0.900
cystein	glutamic acid	-100000594	-100000611	-1.CID100000594	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
MAPK3	nitric oxide	1845265	-100145068	9606.ENSP00000263025	-1.CID100145068	0	0	0	0	0	0	0.900	0	0	0.900
ATIC	hydrogen	1843445	-100000783	9606.ENSP00000236959	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
cystein	methionine	-100000594	-100000876	-1.CID100000594	-1.CID100000876	0	0	0	0.571	0	0	0.900	0	0	0.900
CYP2E1	paracetamol	1844175	-100001983	9606.ENSP00000252945	-1.CID100001983	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	phenylpyruvate	-100000783	-100000997	-1.CID100000783	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
sulfur	oxygen	-100000402	-100000977	-1.CID100000402	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
glucose	oxygen	-100000206	-100000977	-1.CID100000206	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	pyroglutamate	-100000197	-100000499	-1.CID100000197	-1.CID100000499	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	lysine	-100000271	-100000866	-1.CID100000271	-1.CID100000866	0	0	0	0	0	0	0.900	0	0	0.900
bile acids	histamine	-100000303	-100000774	-1.CID100000303	-1.CID100000774	0	0	0	0	0	0	0.900	0	0	0.900
AOX1	distilled water	1856168	-100000961	9606.ENSP00000363832	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
UGT2B15	retinoic acid	1852407	-100005538	9606.ENSP00000341045	-1.CID100005538	0	0	0	0	0	0	0.900	0	0	0.900
ERBB2	MgADP	1846101	-100000197	9606.ENSP00000269571	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
arginine	3H-proline	-100000232	-100000614	-1.CID100000232	-1.CID100000614	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	andrographolide	-100000271	-100065153	-1.CID100000271	-1.CID100065153	0	0	0	0	0	0	0.900	0	0	0.900
PAH	oxygen	1862478	-100000977	9606.ENSP00000448059	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
CBLB	MgADP	1845483	-100000197	9606.ENSP00000264122	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	myo-inositol	-100000238	-100000892	-1.CID100000238	-1.CID100000892	0	0	0	0	0	0	0.900	0	0	0.900
phosphate	glycogen	-100001003	-100439177	-1.CID100001003	-1.CID100439177	0	0	0	0	0	0	0.900	0	0	0.900
HPD	carbon dioxide	1847151	-100000280	9606.ENSP00000289004	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
phosphate	pyruvic acid	-100001003	-100001060	-1.CID100001003	-1.CID100001060	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	hydrogen	-100000238	-100000783	-1.CID100000238	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	phenol	-100000222	-100000996	-1.CID100000222	-1.CID100000996	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	nitric oxide	-100000280	-100145068	-1.CID100000280	-1.CID100145068	0	0	0	0	0	0	0.900	0	0	0.900
ERBB2	MgATP	1846101	-100000238	9606.ENSP00000269571	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	haem	-100000238	-100004973	-1.CID100000238	-1.CID100004973	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	distilled water	-100000280	-100000961	-1.CID100000280	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
glutamine	oxaloacetate	-100000738	-100000970	-1.CID100000738	-1.CID100000970	0	0	0	0	0	0	0.900	0	0	0.900
cystein	manganese	-100000594	-100023930	-1.CID100000594	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
APP	lactate	1846936	-100000612	9606.ENSP00000284981	-1.CID100000612	0	0	0	0	0	0	0.900	0	0	0.900
glutamine	acetic acids	-100000738	-100031229	-1.CID100000738	-1.CID100031229	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	copper	-100000681	-100011009	-1.CID100000681	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	lisinopril	-100000961	-100003937	-1.CID100000961	-1.CID100003937	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	paclitaxel	-100000961	-100004666	-1.CID100000961	-1.CID100004666	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	copper	-100000611	-100011009	-1.CID100000611	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
TF	hydrogen	1859071	-100000783	9606.ENSP00000385834	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	sulfur	-100000271	-100000402	-1.CID100000271	-1.CID100000402	0	0	0	0	0	0	0.900	0	0	0.900
cholesterol	hydrogen perox.	-100000304	-100000784	-1.CID100000304	-1.CID100000784	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	serotonine	-100000238	-100005202	-1.CID100000238	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
pyridoxal	pyruvic acid	-100001050	-100001060	-1.CID100001050	-1.CID100001060	0	0	0	0	0	0	0.900	0	0	0.900
sulfur	Fe(III	-100000402	-100023925	-1.CID100000402	-1.CID100023925	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	reduced glutat.	-100000681	-100000745	-1.CID100000681	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
phosphate	paracetamol	-100001003	-100001983	-1.CID100001003	-1.CID100001983	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	retinoic acid	-100000977	-100005538	-1.CID100000977	-1.CID100005538	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	sulphate	-100000222	-100001117	-1.CID100000222	-1.CID100001117	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	phenylalanine	-100000611	-100000994	-1.CID100000611	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
IL6	S-adenosylmeth.	1844631	-100001079	9606.ENSP00000258743	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
CYP3A4	distilled water	1852052	-100000961	9606.ENSP00000337915	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
MAOA	serotonine	1852356	-100005202	9606.ENSP00000340684	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	hydrogen perox.	-100000222	-100000784	-1.CID100000222	-1.CID100000784	0	0	0	0.500	0	0	0.900	0	0	0.900
CYP4F3	hydrogen	1842824	-100000783	9606.ENSP00000221307	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
indole	distilled water	-100000798	-100000961	-1.CID100000798	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
cystein	3H-proline	-100000594	-100000614	-1.CID100000594	-1.CID100000614	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	ubiquinone	-100000222	-100119058	-1.CID100000222	-1.CID100119058	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	tyramine	-100000783	-100005610	-1.CID100000783	-1.CID100005610	0	0	0	0	0	0	0.900	0	0	0.900
CRH	adenosine	1846502	-100000191	9606.ENSP00000276571	-1.CID100000191	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	norepinephrine	-100000280	-100000951	-1.CID100000280	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
FPR2	calcium ions	1852295	-100000271	9606.ENSP00000340191	-1.CID100000271	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	kaempferol	-100000977	-105280863	-1.CID100000977	-1.CID105280863	0	0	0	0	0	0	0.900	0	0	0.900
